"tower_id","city","mode_operator","distinct_operator_count","mode_state","distinct_state_count","mode_network_type","distinct_network_type_count","total_observations","avg_uptime_percentage","total_downtime_minutes","total_outage_count","total_users_affected","impactful_outage_observations","repeat_outage_indicator"
"ABU-5813","Abuja","Airtel","2","Kwara","2","4G","1","2","91.47","245.66","4","119","1",0
"ABU-5815","Abuja","Glo","1","Niger","1","3G","1","1","88.82","160.99","5","315","1",0
"ABU-5816","Abuja","9mobile","1","Ekiti","1","4G","1","1","90.61","135.22","5","414","1",0
"ABU-5821","Abuja","Glo","1","Cross River","1","4G","1","1","98.50","21.60","1","0","0",0
"ABU-5822","Abuja","9mobile","1","Gombe","1","4G","1","1","97.60","34.56","0","0","0",0
"ABU-5824","Abuja","9mobile","2","Bauchi","2","4G","2","2","91.03","258.48","5","156","2",1
"ABU-5828","Abuja","9mobile","1","Enugu","1","4G","1","1","99.95","0.72","0","0","0",0
"ABU-5830","Abuja","9mobile","1","Kogi","1","4G","1","1","89.44","152.06","1","190","1",0
"ABU-5831","Abuja","9mobile","2","Gombe","2","4G","1","2","93.83","177.84","8","321","1",0
"ABU-5833","Abuja","MTN","1","Adamawa","2","3G","2","2","88.69","325.87","7","256","2",1
"ABU-5834","Abuja","9mobile","2","Enugu","2","3G","2","2","95.82","120.53","5","496","1",0
"ABU-5836","Abuja","Airtel","2","Jigawa","2","4G","1","2","88.32","336.53","6","182","2",1
"ABU-5838","Abuja","9mobile","1","Delta","2","4G","1","2","90.83","264.09","5","455","2",1
"ABU-5839","Abuja","Airtel","1","Ondo","1","4G","1","1","87.20","184.32","2","212","1",0
"ABU-5840","Abuja","Glo","1","Gombe","1","2G","1","1","86.76","190.66","3","251","1",0
"ABU-5841","Abuja","Airtel","1","Yobe","1","3G","1","1","92.08","114.05","3","146","1",0
"ABU-5843","Abuja","9mobile","2","Abia","2","3G","2","2","89.88","291.45","3","352","2",1
"ABU-5845","Abuja","MTN","1","Lagos","1","4G","1","1","92.72","104.83","5","169","1",0
"ABU-5846","Abuja","MTN","1","Katsina","1","4G","1","1","89.33","153.65","4","280","1",0
"ABU-5849","Abuja","Airtel","1","Gombe","1","4G","1","1","89.29","154.22","3","78","1",0
"ABU-5852","Abuja","MTN","1","Zamfara","1","4G","1","1","92.38","109.73","3","145","1",0
"ABU-5853","Abuja","Glo","1","Katsina","1","4G","1","1","86.33","196.85","3","471","1",0
"ABU-5854","Abuja","Airtel","1","Kogi","1","3G","1","1","87.97","173.23","4","56","1",0
"ABU-5855","Abuja","MTN","1","FCT","2","2G","2","2","95.18","138.82","0","285","1",0
"ABU-5863","Abuja","Airtel","1","Katsina","1","3G","1","1","89.36","153.22","0","63","1",0
"ABU-5865","Abuja","9mobile","1","Kano","1","4G","1","1","86.97","187.63","5","199","1",0
"ABU-5868","Abuja","Glo","1","Oyo","1","4G","1","1","96.72","47.23","2","0","0",0
"ABU-5870","Abuja","9mobile","2","Anambra","3","3G","3","3","88.81","483.56","11","1042","3",1
"ABU-5871","Abuja","MTN","1","Kaduna","2","2G","2","2","92.17","225.50","8","81","1",0
"ABU-5874","Abuja","9mobile","2","Delta","2","2G","2","2","90.99","259.49","5","659","2",1
"ABU-5877","Abuja","9mobile","3","Borno","3","3G","2","3","91.45","369.22","9","451","2",1
"ABU-5882","Abuja","Glo","2","Nasarawa","2","2G","2","2","89.45","303.84","8","452","2",1
"ABU-5883","Abuja","9mobile","2","Nasarawa","2","3G","2","2","93.03","200.74","3","345","1",0
"ABU-5887","Abuja","Glo","1","Ebonyi","1","4G","1","1","93.93","87.41","5","288","1",0
"ABU-5888","Abuja","Airtel","1","Katsina","1","4G","1","1","85.04","215.42","2","173","1",0
"ABU-5890","Abuja","Glo","1","Ogun","1","4G","1","1","91.24","126.14","0","387","1",0
"ABU-5891","Abuja","Airtel","1","Kebbi","1","3G","1","1","94.64","77.18","3","255","1",0
"ABU-5892","Abuja","Glo","1","Ogun","1","4G","1","1","98.12","27.07","2","0","0",0
"ABU-5893","Abuja","9mobile","1","Abia","1","4G","1","1","97.16","40.90","5","0","0",0
"ABU-5895","Abuja","MTN","1","Lagos","1","4G","1","1","100.00","0.00","0","0","0",0
"ABU-5896","Abuja","Airtel","2","Bayelsa","2","4G","1","2","92.23","223.92","5","122","1",0
"ABU-5901","Abuja","MTN","2","Enugu","3","3G","2","3","94.31","245.67","9","503","2",1
"ABU-5902","Abuja","Airtel","1","Anambra","1","4G","1","1","86.61","192.82","1","259","1",0
"ABU-5905","Abuja","9mobile","2","Adamawa","2","4G","1","2","92.90","204.48","5","347","1",0
"ABU-5906","Abuja","MTN","1","Kebbi","1","4G","1","1","89.06","157.54","4","437","1",0
"ABU-5909","Abuja","9mobile","1","Niger","1","4G","1","1","94.66","76.90","2","387","1",0
"ABU-5910","Abuja","Airtel","1","Plateau","1","4G","1","1","85.26","212.26","0","184","1",0
"ABU-5911","Abuja","9mobile","1","Delta","1","4G","1","1","86.31","197.14","4","500","1",0
"ABU-5912","Abuja","MTN","1","Enugu","1","5G","1","1","91.24","126.14","1","478","1",0
"ABU-5913","Abuja","Glo","1","Kebbi","1","4G","1","1","93.45","94.32","0","464","1",0
"ABU-5914","Abuja","9mobile","2","Ebonyi","2","3G","2","2","99.58","12.24","0","0","0",0
"ABU-5920","Abuja","Airtel","2","Edo","1","3G","2","2","94.39","161.71","4","379","1",0
"ABU-5922","Abuja","9mobile","2","Delta","2","3G","2","2","86.12","399.88","6","573","2",1
"ABU-5928","Abuja","MTN","1","Ekiti","1","4G","1","1","96.67","47.95","0","0","0",0
"ABU-5929","Abuja","9mobile","1","Gombe","1","5G","1","1","99.03","13.97","0","0","0",0
"ABU-5930","Abuja","9mobile","2","Bayelsa","2","4G","1","2","92.51","215.72","4","335","1",0
"ABU-5931","Abuja","Airtel","2","Kaduna","2","4G","1","2","86.27","395.57","6","656","2",1
"ABU-5934","Abuja","Glo","1","Niger","1","4G","1","1","92.23","111.89","4","138","1",0
"ABU-5935","Abuja","9mobile","1","Kwara","1","5G","1","1","96.31","53.14","4","0","0",0
"ABU-5938","Abuja","MTN","1","Bayelsa","1","3G","1","1","85.62","207.07","0","293","1",0
"ABU-5945","Abuja","Glo","1","Enugu","2","3G","1","2","93.73","180.72","6","139","1",0
"ABU-5946","Abuja","9mobile","2","Bayelsa","2","4G","1","2","92.43","218.01","7","326","1",0
"ABU-5948","Abuja","Airtel","2","Delta","2","4G","1","2","97.92","59.91","6","0","0",0
"ABU-5949","Abuja","MTN","1","Enugu","1","3G","1","1","88.12","171.07","1","230","1",0
"ABU-5950","Abuja","9mobile","1","Oyo","2","3G","2","2","91.35","249.27","9","582","2",1
"ABU-5953","Abuja","MTN","1","Kwara","1","4G","1","1","88.23","169.49","1","98","1",0
"ABU-5955","Abuja","9mobile","2","Adamawa","2","3G","1","2","94.53","157.53","3","491","1",0
"ABU-5958","Abuja","Glo","1","Nasarawa","1","4G","1","1","85.91","202.90","2","359","1",0
"ABU-5959","Abuja","9mobile","2","Gombe","2","4G","1","2","94.39","161.57","8","372","1",0
"ABU-5963","Abuja","Glo","1","FCT","1","4G","1","1","89.14","156.38","1","456","1",0
"ABU-5966","Abuja","MTN","1","Ebonyi","1","3G","1","1","96.31","53.14","2","0","0",0
"ABU-5967","Abuja","9mobile","1","Oyo","1","4G","1","1","99.27","10.51","0","0","0",0
"ABU-5968","Abuja","Airtel","2","Cross River","2","3G","2","2","89.91","290.74","0","417","2",1
"ABU-5969","Abuja","9mobile","1","Borno","1","4G","1","1","91.71","119.38","3","292","1",0
"ABU-5970","Abuja","9mobile","1","Cross River","1","4G","1","1","88.43","166.61","3","153","1",0
"ABU-5971","Abuja","Glo","1","Osun","1","4G","1","1","93.43","94.61","0","392","1",0
"ABU-5972","Abuja","Glo","1","Rivers","1","4G","1","1","98.86","16.42","1","0","0",0
"ABU-5976","Abuja","9mobile","2","Borno","2","4G","2","2","88.49","331.49","6","528","2",1
"ABU-5978","Abuja","Glo","1","Kogi","1","4G","1","1","91.76","118.66","1","476","1",0
"ABU-5980","Abuja","9mobile","2","Adamawa","2","4G","2","2","97.08","84.09","4","0","0",0
"ABU-5981","Abuja","9mobile","1","Katsina","1","4G","1","1","93.79","89.42","2","303","1",0
"ABU-5982","Abuja","Glo","1","Niger","1","4G","1","1","87.77","176.11","1","82","1",0
"ABU-5984","Abuja","9mobile","2","Kaduna","2","3G","2","2","94.19","167.33","5","211","1",0
"ABU-5986","Abuja","Airtel","1","Kebbi","1","4G","1","1","93.63","91.73","0","445","1",0
"ABU-5987","Abuja","Glo","1","Borno","1","4G","1","1","87.99","172.94","5","386","1",0
"ABU-5991","Abuja","Airtel","1","Edo","1","4G","1","1","98.35","23.76","5","0","0",0
"ABU-5992","Abuja","MTN","1","Ondo","1","4G","1","1","93.84","88.70","4","77","1",0
"ABU-5994","Abuja","9mobile","1","Anambra","2","3G","2","2","93.58","185.04","2","168","1",0
"ABU-5995","Abuja","MTN","1","FCT","1","4G","1","1","96.37","52.27","0","0","0",0
"ABU-5996","Abuja","Glo","1","Niger","1","4G","1","1","85.15","213.84","0","341","1",0
"ABU-5999","Abuja","Glo","1","Oyo","1","4G","1","1","97.73","32.69","2","0","0",0
"ABU-6000","Abuja","9mobile","1","Ebonyi","2","4G","1","2","93.61","184.17","4","413","1",0
"ABU-6005","Abuja","Airtel","2","Delta","2","3G","2","2","96.61","97.63","4","0","0",0
"ABU-6009","Abuja","Airtel","1","Delta","1","2G","1","1","90.14","141.98","2","139","1",0
"ABU-6010","Abuja","Airtel","1","Oyo","1","4G","1","1","87.15","185.04","2","330","1",0
"ABU-6011","Abuja","Airtel","2","Oyo","2","4G","2","3","90.75","399.74","5","793","3",1
"ABU-6013","Abuja","9mobile","1","Enugu","1","4G","1","1","99.00","14.40","0","0","0",0
"ABU-6016","Abuja","Airtel","2","Bayelsa","2","4G","2","2","92.28","222.48","5","857","2",1
"ABU-6018","Abuja","Glo","2","Edo","2","2G","2","2","87.96","346.75","9","290","2",1
"ABU-6019","Abuja","9mobile","3","Cross River","3","4G","2","3","88.70","488.16","7","660","3",1
"ABU-6022","Abuja","Airtel","2","Akwa Ibom","2","4G","1","2","90.78","265.68","7","422","2",1
"ABU-6023","Abuja","9mobile","2","Edo","2","4G","1","2","92.48","216.58","1","316","1",0
"ABU-6025","Abuja","Glo","1","Lagos","1","4G","1","1","91.51","122.26","5","386","1",0
"ABU-6029","Abuja","Airtel","1","Borno","1","4G","1","1","85.69","206.06","2","461","1",0
"ABU-6030","Abuja","Airtel","1","Edo","1","3G","1","1","94.82","74.59","0","342","1",0
"ABU-6035","Abuja","Glo","1","Yobe","1","4G","1","1","88.79","161.42","3","113","1",0
"ABU-6039","Abuja","Glo","1","Zamfara","1","4G","1","1","97.77","32.11","5","0","0",0
"ABU-6041","Abuja","Airtel","1","Enugu","1","4G","1","1","97.18","40.61","1","0","0",0
"ABU-6042","Abuja","Glo","1","Kano","1","4G","1","1","98.24","25.34","2","0","0",0
"ABU-6043","Abuja","9mobile","2","Delta","2","4G","1","2","90.89","262.51","3","547","2",1
"ABU-6044","Abuja","Glo","1","Gombe","1","4G","1","1","93.85","88.56","2","372","1",0
"ABU-6049","Abuja","Airtel","1","Abia","2","3G","2","2","97.95","59.19","2","0","0",0
"ABU-6050","Abuja","Airtel","1","Gombe","1","4G","1","1","96.70","47.52","1","0","0",0
"ABU-6051","Abuja","Airtel","1","Borno","2","3G","2","2","90.24","281.24","2","463","2",1
"ABU-6055","Abuja","MTN","1","Ebonyi","1","4G","1","1","98.86","16.42","2","0","0",0
"ABU-6056","Abuja","MTN","1","Cross River","1","4G","1","1","92.73","104.69","3","55","1",0
"ABU-6057","Abuja","9mobile","2","Benue","2","3G","2","2","90.00","288.14","4","452","2",1
"ABU-6061","Abuja","MTN","1","Bayelsa","1","4G","1","1","85.55","208.08","4","259","1",0
"ABU-6062","Abuja","9mobile","2","Kano","2","4G","1","2","94.32","163.72","5","229","1",0
"ABU-6063","Abuja","MTN","1","Kaduna","1","4G","1","1","94.35","81.36","2","452","1",0
"ABU-6064","Abuja","MTN","1","Kaduna","1","2G","1","1","92.01","115.06","1","346","1",0
"ABU-6066","Abuja","MTN","1","Benue","1","4G","1","1","99.12","12.67","0","0","0",0
"ABU-6068","Abuja","Airtel","2","Gombe","2","4G","1","2","88.95","318.38","2","660","2",1
"ABU-6070","Abuja","Glo","1","Plateau","1","3G","1","1","98.26","25.06","0","0","0",0
"ABU-6072","Abuja","Airtel","1","Ebonyi","1","4G","1","1","85.65","206.64","3","408","1",0
"ABU-6074","Abuja","9mobile","1","Kano","1","3G","1","1","85.60","207.36","5","69","1",0
"ABU-6076","Abuja","Airtel","2","Akwa Ibom","2","4G","2","2","96.41","103.39","6","0","0",0
"ABU-6078","Abuja","9mobile","1","FCT","1","3G","1","1","89.05","157.68","4","485","1",0
"ABU-6079","Abuja","9mobile","1","Kogi","1","4G","1","1","91.62","120.67","5","98","1",0
"ABU-6082","Abuja","9mobile","1","Bauchi","1","3G","1","1","88.89","159.98","2","55","1",0
"ABU-6083","Abuja","Airtel","1","Delta","3","4G","1","3","90.86","395.00","7","880","3",1
"ABU-6084","Abuja","Airtel","1","Sokoto","1","4G","1","1","92.72","104.83","0","456","1",0
"ABU-6086","Abuja","9mobile","1","Kogi","1","4G","1","1","85.18","213.41","0","203","1",0
"ABU-6093","Abuja","MTN","1","Benue","1","4G","1","1","91.91","116.50","1","98","1",0
"ABU-6095","Abuja","Airtel","2","Sokoto","2","4G","1","2","93.66","182.74","6","259","1",0
"ABU-6096","Abuja","9mobile","1","Enugu","1","4G","1","1","97.09","41.90","0","0","0",0
"ABU-6098","Abuja","Glo","1","Yobe","1","4G","1","1","94.24","82.94","0","60","1",0
"ABU-6099","Abuja","9mobile","2","Abia","4","3G","2","4","95.77","243.50","19","333","1",0
"ABU-6100","Abuja","Airtel","2","Sokoto","2","4G","1","2","92.99","201.89","7","283","1",0
"ABU-6101","Abuja","Airtel","1","Kaduna","2","4G","1","2","91.72","238.47","6","929","2",1
"ABU-6104","Abuja","Airtel","1","Delta","1","4G","1","1","85.22","212.83","5","477","1",0
"ABU-6108","Abuja","Airtel","2","Kano","2","4G","2","2","93.81","178.28","2","222","1",0
"ABU-6112","Abuja","Airtel","1","Yobe","1","4G","1","1","93.66","91.30","1","208","1",0
"ABU-6114","Abuja","MTN","1","Borno","1","3G","1","1","96.64","48.38","5","0","0",0
"ABU-6115","Abuja","Airtel","2","Adamawa","2","3G","2","2","99.04","27.79","0","0","0",0
"ABU-6116","Abuja","Airtel","1","Rivers","1","4G","1","1","92.97","101.23","1","208","1",0
"ABU-6117","Abuja","Glo","1","Enugu","1","5G","1","1","87.02","186.91","0","301","1",0
"ABU-6118","Abuja","Airtel","1","Cross River","2","3G","2","2","91.93","232.42","8","209","2",1
"ABU-6119","Abuja","Glo","1","Bauchi","1","3G","1","1","97.71","32.98","3","0","0",0
"ABU-6122","Abuja","Airtel","2","Abia","3","3G","3","3","92.70","315.36","7","541","2",1
"ABU-6123","Abuja","MTN","1","Delta","1","4G","1","1","96.44","51.26","1","0","0",0
"ABU-6124","Abuja","MTN","1","FCT","1","3G","1","1","94.25","82.80","2","252","1",0
"ABU-6125","Abuja","Glo","1","Bauchi","1","3G","1","1","89.12","156.67","2","78","1",0
"ABU-6132","Abuja","Airtel","1","Zamfara","1","3G","1","1","92.10","113.76","3","139","1",0
"ABU-6135","Abuja","MTN","1","Katsina","1","4G","1","1","90.72","133.63","4","131","1",0
"ABU-6136","Abuja","Glo","1","Gombe","1","3G","1","1","91.77","118.51","1","145","1",0
"ABU-6137","Abuja","MTN","1","Bayelsa","1","2G","1","1","91.60","120.96","0","494","1",0
"ABU-6138","Abuja","Airtel","2","Abia","2","4G","1","2","96.70","95.04","7","0","0",0
"ABU-6140","Abuja","Airtel","1","Cross River","1","3G","1","1","87.54","179.42","0","229","1",0
"ABU-6142","Abuja","MTN","1","Katsina","1","3G","1","1","89.36","153.22","1","490","1",0
"ABU-6144","Abuja","Glo","1","Kaduna","1","4G","1","1","97.92","29.95","3","0","0",0
"ABU-6145","Abuja","9mobile","1","Oyo","1","4G","1","1","99.85","2.16","0","0","0",0
"ABU-6147","Abuja","Airtel","1","Adamawa","1","4G","1","1","99.85","2.16","0","0","0",0
"ABU-6151","Abuja","Airtel","2","Abia","4","4G","2","4","90.76","532.51","5","466","3",1
"ABU-6153","Abuja","Airtel","1","Enugu","1","4G","1","1","99.54","6.62","0","0","0",0
"ABU-6155","Abuja","MTN","1","Abia","2","4G","1","2","94.12","169.34","5","343","1",0
"ABU-6156","Abuja","MTN","1","Bauchi","2","4G","1","2","94.45","159.84","2","356","1",0
"ABU-6157","Abuja","Glo","1","Ebonyi","1","4G","1","1","86.70","191.52","3","314","1",0
"ABU-6161","Abuja","Glo","2","Kaduna","2","4G","1","2","88.49","331.49","1","181","2",1
"ABU-6166","Abuja","MTN","1","Kaduna","1","4G","1","1","87.18","184.61","3","237","1",0
"ABU-6169","Abuja","Glo","3","Kaduna","3","4G","3","4","91.45","492.34","13","996","3",1
"ABU-6170","Abuja","MTN","1","Enugu","1","3G","1","1","88.39","167.18","3","447","1",0
"ABU-6171","Abuja","Airtel","2","Delta","2","3G","2","2","93.57","185.33","2","173","1",0
"ABU-6172","Abuja","9mobile","2","Bayelsa","2","4G","1","2","91.95","231.99","9","217","2",1
"ABU-6173","Abuja","Airtel","2","Kaduna","2","4G","1","2","91.05","257.90","1","598","2",1
"ABU-6174","Abuja","9mobile","1","Lagos","1","3G","1","1","89.07","157.39","5","329","1",0
"ABU-6175","Abuja","Airtel","1","Ondo","1","4G","1","1","95.30","67.68","4","0","0",0
"ABU-6176","Abuja","9mobile","1","Kebbi","2","4G","2","2","90.89","262.37","4","289","2",1
"ABU-6177","Abuja","9mobile","3","Anambra","3","4G","2","3","93.56","278.21","5","374","2",1
"ABU-6179","Abuja","9mobile","2","Lagos","2","4G","2","2","92.93","203.76","4","396","1",0
"ABU-6181","Abuja","Airtel","1","FCT","1","3G","1","1","94.43","80.21","2","403","1",0
"ABU-6183","Abuja","MTN","1","Osun","1","3G","1","1","97.69","33.26","5","0","0",0
"ABU-6184","Abuja","Airtel","2","Akwa Ibom","2","4G","1","2","92.09","227.80","3","432","1",0
"ABU-6185","Abuja","MTN","1","Abia","1","4G","1","1","97.41","37.30","5","0","0",0
"ABU-6186","Abuja","Airtel","2","Enugu","2","2G","2","2","93.99","173.09","4","438","1",0
"ABU-6187","Abuja","Glo","1","Zamfara","1","3G","1","1","96.58","49.25","2","0","0",0
"ABU-6188","Abuja","9mobile","1","Ekiti","1","4G","1","1","85.57","207.79","0","123","1",0
"ABU-6189","Abuja","9mobile","2","Niger","2","4G","1","2","88.94","318.67","4","605","2",1
"ABU-6193","Abuja","MTN","1","Ekiti","2","3G","2","2","90.75","266.40","3","438","2",1
"ABU-6194","Abuja","9mobile","2","Imo","1","3G","2","2","93.09","199.15","3","338","1",0
"ABU-6201","Abuja","MTN","1","Imo","1","4G","1","1","93.83","88.85","4","160","1",0
"ABU-6202","Abuja","Airtel","1","Zamfara","1","3G","1","1","88.19","170.06","5","132","1",0
"ABU-6204","Abuja","MTN","1","Ebonyi","1","3G","1","1","93.33","96.05","1","170","1",0
"ABU-6205","Abuja","9mobile","1","Akwa Ibom","1","4G","1","1","91.39","123.98","0","330","1",0
"ABU-6209","Abuja","Glo","1","Edo","1","4G","1","1","85.05","215.28","5","402","1",0
"ABU-6210","Abuja","Airtel","1","Adamawa","1","3G","1","1","91.52","122.11","5","318","1",0
"ABU-6213","Abuja","9mobile","1","Borno","1","4G","1","1","97.17","40.75","5","0","0",0
"ABU-6217","Abuja","Glo","1","Lagos","1","4G","1","1","98.96","14.98","3","0","0",0
"ABU-6218","Abuja","Airtel","1","Kano","1","4G","1","1","95.77","60.91","3","0","0",0
"ABU-6219","Abuja","Glo","1","Adamawa","1","3G","1","1","94.75","75.60","4","337","1",0
"ABU-6221","Abuja","9mobile","1","Nasarawa","1","4G","1","1","95.47","65.23","2","0","0",0
"ABU-6223","Abuja","Airtel","1","Benue","1","3G","1","1","97.41","37.30","2","0","0",0
"ABU-6224","Abuja","Glo","1","Borno","1","2G","1","1","88.00","172.80","4","248","1",0
"ABU-6228","Abuja","9mobile","1","Ekiti","1","4G","1","1","94.42","80.35","1","268","1",0
"ABU-6229","Abuja","MTN","1","Ebonyi","1","3G","1","1","93.25","97.20","4","335","1",0
"ABU-6230","Abuja","9mobile","2","Bauchi","2","4G","1","2","89.89","291.31","1","467","2",1
"ABU-6235","Abuja","9mobile","2","Abia","2","3G","2","2","92.11","227.23","3","448","2",1
"ABU-6237","Abuja","9mobile","1","Bayelsa","1","4G","1","1","95.11","70.42","5","0","0",0
"ABU-6238","Abuja","Airtel","1","Rivers","1","4G","1","1","86.64","192.38","1","115","1",0
"ABU-6239","Abuja","Glo","1","Edo","2","4G","1","2","99.23","22.18","3","0","0",0
"ABU-6240","Abuja","Glo","2","Ebonyi","2","3G","2","2","90.24","281.09","9","504","2",1
"ABU-6242","Abuja","9mobile","1","Bayelsa","1","4G","1","1","94.82","74.59","4","436","1",0
"ABU-6244","Abuja","Airtel","1","Benue","1","4G","1","1","92.72","104.83","0","84","1",0
"ABU-6245","Abuja","9mobile","3","Abia","3","4G","2","3","89.54","451.88","4","598","3",1
"ABU-6246","Abuja","9mobile","2","Kano","2","3G","1","2","91.72","238.46","10","271","2",1
"ABU-6247","Abuja","Airtel","2","Bayelsa","2","4G","1","2","97.16","81.94","3","422","1",0
"ABU-6248","Abuja","Glo","3","Adamawa","4","4G","2","5","93.67","456.04","7","790","2",1
"ABU-6250","Abuja","9mobile","1","Ondo","1","3G","1","1","89.64","149.18","1","383","1",0
"ABU-6251","Abuja","9mobile","2","Bauchi","2","4G","1","2","95.68","124.42","0","307","1",0
"ABU-6253","Abuja","Airtel","1","Bayelsa","2","3G","1","2","95.23","137.52","4","471","1",0
"ABU-6254","Abuja","MTN","3","Abia","4","3G","2","4","86.38","784.80","7","1123","4",1
"ABU-6255","Abuja","MTN","1","Enugu","1","4G","1","1","85.06","215.14","5","155","1",0
"ABU-6257","Abuja","Airtel","2","Oyo","2","2G","2","2","88.59","328.75","6","487","2",1
"ABU-6258","Abuja","9mobile","1","Ogun","1","4G","1","1","85.62","207.07","5","131","1",0
"ABU-6259","Abuja","9mobile","2","Ekiti","2","4G","1","2","94.35","162.86","7","385","1",0
"ABU-6260","Abuja","MTN","1","Cross River","1","4G","1","1","96.33","52.85","3","0","0",0
"ABU-6261","Abuja","MTN","1","Kogi","1","3G","1","1","94.08","85.25","1","203","1",0
"ABU-6263","Abuja","9mobile","1","Oyo","1","4G","1","1","88.68","163.01","4","486","1",0
"ABU-6264","Abuja","MTN","1","Zamfara","1","4G","1","1","91.42","123.55","2","299","1",0
